q-crq|vbz Who's
c-acp As
n1 love
p-acp between
pno32 them
av-j like
dt the
n1 palm
vmd might
vvi flourish
, ,
c-acp As
n1 peace
vmd should
av still
po31 her
j wheaten
n1 garland
vvi wear
cc And
vvb stand
dt a
n1 comma
p-acp 'tween
po32 their
n2 amities
, ,
cc And
d many
j such-like
“ “
n2-acp As'es
pp-f of
j great
n1 charge
, ,
cst That
, ,
p-acp on
dt the
n1 view
cc and
vvg knowing
pp-f of
d these
n2 contents
. .
p-acp Without
n1 debatement
av-jc further
, ,
av-dc more
cc or
av-dc less
, ,
pns31 He
vmd should
d those
n2 bearers
vvi put
p-acp to
j sudden
n1 death
, ,
xx Not
vvg shriving
n1 time
vvn allowed
. .
q-crq How
vbd was
d this
vvn sealed
? ?
uh-crq Why
, ,
av-j even
p-acp in
d that
vbd was
n1 heaven
n1 ordinant
. .
pns11 I
vhd had
po11 my
ng1 father's
n1 signet
p-acp in
po11 my
n1 purse
, ,
r-crq Which
vbd was
dt the
n1 model
pp-f of
d that
jp Danish
n1 seal
; ;
vvn Folded
dt the
n1 writ
a-acp up
p-acp in
dt the
n1 form
pp-f of
dt the
n-jn other
, ,
vvn Subscribed
pn31 it
, ,
vvd|pn31 gave't
dt the
n1 impression
, ,
vvn placed
pn31 it
av-j safely
, ,
dt The
n1 changeling
av-x never
vvn known
. .
av Now
, ,
dt the
ord next
n1 day
vbd Was
po12 our
n1 sea-fight
; ;
cc and
r-crq what
p-acp to
d this
vbd was
j sequent
pns21 Thou
vv2 know'st
av already
. .
av So
np1 Guildenstern
cc and
np1 Rosencrantz
vvb go
p-acp|pn31 to't
. .
q-crq Why
, ,
n1 man
, ,
pns32 they
vdd did
vvi make
n1 love
p-acp to
d this
n1 employment
; ;
pns32 They
vbb are
xx not
av-j near
po11 my
n1 conscience
; ;
po32 their
n1 defeat
vdz Does
p-acp by
po32 their
d own
n1 insinuation
vvb grow
: :
pn31|vbz 'Tis
j dangerous
c-crq when
dt the
jc baser
n1 nature
vvz comes
p-acp Between
dt the
n1 pass
cc and
j fell
j-vvn incensed
n2 points
pp-f Of
j mighty
n2-jn opposites
. .
uh-crq Why
, ,
q-crq what
dt a
n1 king
vbz is
d this
! !
vdz Does
pn31 it
xx not
, ,
vvb think
pno21 thee
, ,
vvb stand
pno11 me
av now
p-acp upon
— —
pns31 He
cst that
vhz hath
vvn killed
po11 my
n1 king
cc and
vvn whored
po11 my
n1 mother
, ,
vvn Popped
p-acp in
p-acp between
dt the
n1 election
cc and
po11 my
n2 hopes
, ,
vvn Thrown
av out
po31 his
n1 angle
p-acp for
po11 my
j proper
n1 life
, ,
cc And
pp with
d such
n1 cozenage
— —
vbz|pn31 is't
xx not
j perfect
n1 conscience
, ,
pc-acp To
vvi quit
pno31 him
pp with
d this
n1 arm
? ?
cc and
vbz|pn31 is't
xx not
pc-acp to
vbi be
vvn damned
, ,
pc-acp To
vvi let
d this
n1 canker
pp-f of
po12 our
n1 nature
vvb come
p-acp In
jc further
n-jn evil
? ?
pn31 It
vmb must
vbi be
av-j shortly
vvn known
p-acp to
pno31 him
pp from
np1 England
q-crq What
vbz is
dt the
n1 issue
pp-f of
dt the
n1 business
a-acp there
. .
pn31 It
vmb will
vbi be
j short
: :
dt the
n1|vbz interim's
png11 mine
; ;
cc And
dt a
ng1 man's
n1|vbz life's
av-dx no
dc more
cs than
pc-acp to
vvi say
“ “
pi One
. .
” ”
cc-acp But
pns11 I
vbm am
av very
j sorry
, ,
j good
np1 Horatio
, ,
cst That
p-acp to
np1 Laertes
pns11 I
vvd forgot
px11 myself
; ;
p-acp For
, ,
p-acp by
dt the
n1 image
pp-f of
po11 my
n1 cause
, ,
pns11 I
vvb see
dt The
n1 portraiture
pp-f of
png31 his
: :
pns11|vmb I'll
vvi court
po31 his
n2 favours
: :
cc-acp But
, ,
av-j sure
, ,
dt the
n1 bravery
pp-f of
po31 his
n1 grief
vdd did
vvi put
pno11 me
pp Into
dt a
j-vvg towering
n1 passion
. .
n1 Peace
! !
q-crq who
vvz comes
av here
? ?
po22 Your
n1 lordship
vbz is
av-jn right
j-jn welcome
av back
p-acp to
np1 Denmark
. .
pns11 I
av-j humbly
vvb thank
pn22 you
, ,
n1 sir
. .
vd2 Dost
vvi know
d this
n1 water-fly
? ?
uh-dx No
. .
po11 my
j good
n1 lord
. .
po21 Thy
n1 state
vbz is
dt the
av-dc more
j gracious
; ;
p-acp for
pn31|vbz 'tis
dt a
n1 vice
pc-acp to
vvi know
pno31 him
. .
pns31 He
vhz hath
d much
n1 land
, ,
cc and
j fertile
: :
vvb let
dt a
n1 beast
vbi be
n1 lord
pp-f of
n2 beasts
, ,
cc and
po31 his
n1 crib
vmb shall
vvi stand
pp at
dt the
ng1 king's
n1 mess
: :
pn31|vbz 'tis
dt a
n1 chough
; ;
cc-acp but
, ,
c-acp as
pns11 I
vvb say
, ,
j spacious
p-acp in
dt the
n1 possession
pp-f of
n1 dirt
. .
j Sweet
n1 lord
, ,
cs if
po22 your
n1 lordship
vbd were
pp at
n1 leisure
, ,
pns11 I
vmd should
vvi impart
dt a
n1 thing
p-acp to
pn22 you
pp from
po31 his
n1 majesty
. .
pns11 I
vmb will
vvi receive
pn31 it
, ,
n1 sir
, ,
pp with
d all
n1 diligence
pp-f of
n1 spirit
. .
vvb Put
po22 your
n1 bonnet
p-acp to
po31 his
j-jn right
n1 use
; ;
pn31|vbz 'tis
p-acp for
dt the
n1 head
. .
pns11 I
vvb thank
po22 your
n1 lordship
, ,
pn31 it
vbz is
av very
j hot
. .
uh-dx No
, ,
vvb believe
pno11 me
, ,
pn31|vbz 'tis
av very
j-jn cold
; ;
dt the
n1 wind
vbz is
j northerly
. .
pn31 It
vbz is
j indifferent
j-jn cold
, ,
po11 my
n1 lord
, ,
av indeed
. .
cc-acp But
av yet
vvz methinks
pn31 it
vbz is
av very
j sultry
cc and
j hot
p-acp for
po11 my
n1 complexion
. .
av-vvg Exceedingly
, ,
po11 my
n1 lord
; ;
pn31 it
vbz is
av very
j sultry
, ,
c-acp as
pn31|vbd 'twere
, ,
pns11 I
vmbx cannot
vvi tell
c-crq how
. .
po11 My
n1 lord
, ,
po31 his
n1 majesty
vvd bade
pno11 me
vvb signify
p-acp to
pn22 you
cst that
pns31 'a
vhz has
vvn laid
dt a
j great
n1 wager
p-acp on
po22 your
n1 head
: :
n1 sir
, ,
d this
vbz is
dt the
n1 matter
, ,
pns11 I
vvb beseech
pn22 you
, ,
vvb remember
uh Nay
, ,
j good
po11 my
n1 lord
; ;
p-acp for
po11 my
n1 ease
, ,
p-acp in
j good
n1 faith
. .
n1 Sir
, ,
av here
vbz is
av-j newly
vvb come
p-acp to
n1 court
np1 Laertes
; ;
vvb believe
pno11 me
, ,
dt an
j absolute
n1 gentleman
, ,
j full
pp-f of
ds most
j excellent
n2 differences
, ,
pp-f of
av very
j soft
n1 society
cc and
j great
n-vvg showing
: :
av indeed
, ,
pc-acp to
vvi speak
av-vvg feelingly
pp-f of
pno31 him
, ,
pns31 he
vbz is
dt the
n1 card
cc or
n1 calendar
pp-f of
n1 gentry
, ,
p-acp for
pn22 you
vmb shall
vvi find
p-acp in
pno31 him
dt the
n1 continent
pp-f of
r-crq what
n1 part
dt a
n1 gentleman
vmd would
vvi see
. .
n1 Sir
, ,
po31 his
n1 definement
vvz suffers
dx no
n1 perdition
p-acp in
pn22 you
; ;
c-acp though
, ,
pns11 I
vvb know
, ,
pc-acp to
vvi divide
pno31 him
av inventorially
vmd would
vvi dozy
dt the
n1 arithmetic
pp-f of
n1 memory
, ,
cc and
av yet
p-acp but
vvb yaw
av-dx neither
, ,
p-acp in
n1 respect
pp-f of
po31 his
j quick
n1 sail
. .
cc-acp But
, ,
p-acp in
dt the
n1 verity
pp-f of
n1 extolment
, ,
pns11 I
vvb take
pno31 him
pc-acp to
vbi be
dt a
n1 soul
pp-f of
j great
n1 article
; ;
cc and
po31 his
n1 infusion
pp-f of
d such
n1 dearth
cc and
n1 rareness
, ,
c-acp as
, ,
pc-acp to
vvi make
j true
n1 diction
pp-f of
pno31 him
, ,
po31 his
j semblable
vbz is
po31 his
n1 mirror
; ;
cc and
q-crq who
av else
vmd would
vvi trace
pno31 him
, ,
po31 his
n1 umbrage
, ,
pix nothing
dc more
. .
po22 Your
n1 lordship
vvz speaks
av-ds most
av-j infallibly
pp-f of
pno31 him
. .
dt The
n1 concernancy
, ,
n1 sir
? ?
q-crq why
vdb do
pns12 we
vvi wrap
dt the
n1 gentleman
p-acp in
po12 our
av-dc more
jc rawer
n1 breath
? ?
n1 Sir
? ?
vbz|pn31 Is't
xx not
j possible
pc-acp to
vvi understand
p-acp in
j-jn another
n1 tongue
? ?
pn22 You
vmb will
p-acp|pn31 to't
, ,
n1 sir
, ,
av-j really
. .
q-crq What
vvz imports
dt the
n1 nomination
pp-f of
d this
n1 gentleman
? ?
pp-f Of
np1 Laertes
? ?
po31 His
n1 purse
vbz is
j empty
av already
; ;
d|vbz all's
j golden
n2 words
vbb are
vvn spent
. .
pp-f Of
pno31 him
, ,
n1 sir
. .
pns11 I
vvb know
pn22 you
vbb are
xx not
j ignorant
pns11 I
vmd would
pn22 you
vdd did
, ,
n1 sir
; ;
av yet
, ,
p-acp in
n1 faith
, ,
cs if
pn22 you
vdd did
, ,
pn31 it
vmd would
xx not
av-d much
vvi approve
pno11 me
. .
uh-av Well
. .
n1 sir
? ?
pn22 You
vbb are
xx not
j ignorant
pp-f of
q-crq what
n1 excellence
np1 Laertes
vbz is
pns11 I
vvb dare
xx not
vvi confess
d that
, ,
cs lest
pns11 I
vmd should
vvi compare
pp with
pno31 him
p-acp in
n1 excellence
; ;
cc-acp but
, ,
pc-acp to
vvi know
dt a
n1 man
av well
, ,
vbd were
pc-acp to
vvi know
px31 himself
. .
pns11 I
vvb mean
, ,
n1 sir
, ,
p-acp for
po31 his
n1 weapon
; ;
cc-acp but
p-acp in
dt the
n1 imputation
vvn laid
p-acp on
pno31 him
p-acp by
pno32 them
, ,
p-acp in
po31 his
n1 meed
pns31|vbz he's
j unfellowed
. .
q-crq|vbz What's
po31 his
n1 weapon
? ?
n1 Rapier
cc and
n1 dagger
. .
d|vbz That's
crd two
pp-f of
po31 his
n2 weapons
: :
cc-acp but
, ,
av well
. .
dt The
n1 king
, ,
n1 sir
, ,
vhz hath
vvn wagered
pp with
pno31 him
crd six
njp Barbary
n2 horses
: :
pp against
dt the
r-crq which
pns31 he
vhz has
vvn impawned
, ,
c-acp as
pns11 I
vvb take
pn31 it
, ,
crd six
jp French
n2 rapiers
cc and
n2 poniards
, ,
pp with
po32 their
vvz assigns
, ,
c-acp as
n1 girdle
, ,
n2 hangers
, ,
cc and
av so
: :
crd three
pp-f of
dt the
n2 carriages
, ,
p-acp in
n1 faith
, ,
vbb are
av very
j-jn dear
pc-acp to
n1 fancy
, ,
av very
j responsive
p-acp to
dt the
n2 hilts
, ,
av-ds most
j delicate
n2 carriages
, ,
cc and
pp-f of
av very
j liberal
n1 conceit
. .
q-crq What
vvb call
pn22 you
dt the
n2 carriages
? ?
pns11 I
vvd knew
pn22 you
vmb must
vbi be
vvn edified
p-acp by
dt the
n1 margent
c-acp ere
pn22 you
vhd had
vdn done
. .
dt The
n2 carriages
, ,
n1 sir
, ,
vbb are
dt the
n2 hangers
. .
dt The
n1 phrase
vmd would
vbi be
av-dc more
j germane
p-acp to
dt the
n1 matter
, ,
cs if
pns12 we
vmd could
vvi carry
dt a
n1 cannon
p-acp by
po12 our
n2 sides
: :
pns11 I
vmd would
pn31 it
vmd might
vbi be
n2 hangers
p-acp till
av then
. .
cc-acp But
, ,
p-acp on
: :
crd six
njp Barbary
n2 horses
pp against
crd six
jp French
n2 swords
, ,
po32 their
vvz assigns
, ,
cc and
crd three
j liberal-conceited
n2 carriages
; ;
d|vbz that's
dt the
jp French
n1 bet
pp against
dt the
jp Danish
. .
q-crq Why
vbz is
d this
d all
“ “
vvn impawned
, ,
” ”
c-acp as
pn22 you
vvb call
pn31 it
? ?
dt The
n1 king
, ,
n1 sir
, ,
vhz hath
vvn laid
, ,
cst that
p-acp in
dt a
crd dozen
n2 passes
p-acp between
px21 yourself
cc and
pno31 him
, ,
pns31 he
vmb shall
xx not
vvi exceed
pn22 you
crd three
n2 hits
: :
pns31 he
vhz hath
vvn laid
p-acp on
crd twelve
p-acp for
crd nine
; ;
cc and
pn31 it
vmd would
vvi come
p-acp to
j immediate
n1 trial
, ,
cs if
po22 your
n1 lordship
vmd would
vvi vouchsafe
dt the
n1 answer
. .
c-crq How
cs if
pns11 I
vvb answer
“ “
uh-dx no
” ”
? ?
pns11 I
vvb mean
, ,
po11 my
n1 lord
, ,
dt the
n1 opposition
pp-f of
po22 your
n1 person
p-acp in
n1 trial
. .
n1 Sir
, ,
pns11 I
vmb will
vvi walk
av here
p-acp in
dt the
n1 hall
: :
cs if
pn31 it
vvb please
po31 his
n1 majesty
, ,
pn31 it
vbz is
dt the
j-vvg breathing
n1 time
pp-f of
n1 day
pp with
pno11 me
; ;
vvb let
dt the
n2 foils
vbi be
vvn brought
, ,
dt the
n1 gentleman
vvg willing
, ,
cc and
dt the
n1 king
vvb hold
po31 his
n1 purpose
, ,
pns11 I
vmb will
vvi win
p-acp for
pno31 him
cs an
pns11 I
vmb can
; ;
cs if
xx not
, ,
pns11 I
vmb will
vvi gain
pix nothing
p-acp but
po11 my
n1 shame
cc and
dt the
j odd
n2 hits
. .
vmb Shall
pns11 I
vvi deliver
pn22 you
av so
? ?
p-acp To
d this
n1 effect
, ,
n1 sir
; ;
p-acp after
q-crq what
n1 flourish
po22 your
n1 nature
n1 will
. .
pns11 I
vvb commend
po11 my
n1 duty
p-acp to
po22 your
n1 lordship
. .
png22 Yours
. .
pns31 'A
vdz does
av well
pc-acp to
vvi commend
pn31 it
px31 himself
; ;
pc-acp there
vbb are
dx no
n2 tongues
av else
p-acp|po31 for's
n1 turn
. .
d This
n1 lapwing
vvz runs
av away
pp with
dt the
n1 shell
p-acp on
po31 his
n1 head
. .
pns31 'A
vdd did
vvi comply
, ,
n1 sir
, ,
pp with
po31 his
n1 dug
, ,
c-acp before
pns31 'a
vvd sucked
pn31 it
. .
av Thus
vhz has
pns31 he
cc and
d many
dc more
pp-f of
dt the
d same
n1 breed
cst that
pns11 I
vvb know
dt the
j drossy
n1 age
vvz dotes
a-acp on
av-j only
vvd got
dt the
n1 tune
pp-f of
dt the
n1 time
cc and
av out
pp-f of
dt an
n1 habit
pp-f of
n1 encounter
; ;
dt a
n1 kind
pp-f of
n1 yesty
n1 collection
, ,
r-crq which
vvz carries
pno32 them
a-acp through
cc and
p-acp through
dt the
av-ds most
j-vvn fanned
cc and
j-vvn winnowed
n2 opinions
; ;
cc and
vdb do
p-acp but
vvi blow
pno32 them
p-acp to
po32 their
n1 trial
, ,
dt the
n2 bubbles
vbb are
av out
. .
po11 My
n1 lord
, ,
po31 his
n1 majesty
vvd commended
pno31 him
p-acp to
pn22 you
p-acp by
j young
np1 Osric
, ,
r-crq who
vvz brings
av back
p-acp to
pno31 him
, ,
cst that
pn22 you
vvb attend
pno31 him
p-acp in
dt the
n1 hall
: :
pns31 he
vvz sends
pc-acp to
vvi know
cs if
po22 your
n1 pleasure
vvb hold
pc-acp to
vvi play
pp with
np1 Laertes
, ,
cc or
cst that
pn22 you
vmb will
vvi take
jc longer
n1 time
. .
pns11 I
vbm am
j constant
p-acp to
po11 my
n2 purposes
; ;
pns32 they
vvb follow
dt the
ng1 king's
n1 pleasure
: :
cs if
po31 his
n1 fitness
vvz speaks
, ,
png11 mine
vbz is
j ready
; ;
av now
cc or
q-crq whensoever
, ,
vvn provided
pns11 I
vbb be
av so
j able
c-acp as
av now
. .
dt The
n1 king
cc and
n1 queen
cc and
d all
vbb are
vvg coming
a-acp down
. .
p-acp In
j happy
n1 time
. .
dt The
n1 queen
vvz desires
pn22 you
pc-acp to
vvi use
d some
j gentle
n1 entertainment
p-acp to
np1 Laertes
c-acp before
pn22 you
vvb fall
pc-acp to
n1 play
. .
pns31 She
av well
vvz instructs
pno11 me
. .
pn22 You
vmb will
vvi lose
, ,
po11 my
n1 lord
. .
pns11 I
vdb do
xx not
vvi think
av so
; ;
c-acp since
pns31 he
vvd went
pp into
np1 France
, ,
pns11 I
vhb have
vbn been
p-acp in
j continual
n1 practice
: :
pns11 I
vmb shall
vvi win
pp at
dt the
n2 odds
. .
pns21 Thou
vmd2 wouldst
xx not
vvi think
c-crq how
j-jn ill
d|vbz all's
av here
p-acp about
po11 my
n1 heart
: :
cc-acp but
pn31 it
vbz is
dx no
n1 matter
. .
uh Nay
, ,
j good
po11 my
n1 lord
, ,
pn31 It
vbz is
p-acp but
n1 foolery
; ;
cc-acp but
pn31 it
vbz is
d such
dt a
n1 kind
pp-f of
n1 gain-giving
, ,
c-acp as
vmd would
av perhaps
vvi trouble
dt a
n1 woman
. .
cs If
po22 your
n1 mind
vvb dislike
d any
n1 thing
, ,
vvb obey
pn31 it
: :
pns11 I
vmb will
vvi forestall
po32 their
n1 repair
av hither
, ,
cc and
vvi say
pn22 you
vbb are
xx not
j fit
. .
xx Not
dt a
n1 whit
, ,
pns12 we
vvb defy
n1 augury
: :
pc-acp there
vbz is
j special
n1 providence
p-acp in
dt the
n1 fall
pp-f of
dt a
n1 sparrow
. .
cs If
pn31 it
vbb be
av now
, ,
pn31|vbz 'tis
xx not
pc-acp to
vvi come
; ;
cs if
pn31 it
vbb be
xx not
pc-acp to
vvi come
, ,
pn31 it
vmb will
vbi be
av now
; ;
cs if
pn31 it
vbb be
xx not
av now
, ,
av yet
pn31 it
vmb will
vvi come
: :
dt the
n1 readiness
vbz is
av-d all
: :
c-acp since
dx no
n1 man
pp-f of
pi aught
pns31 he
vvz leaves
vvz knows
r-crq what
vbz|pn31 is't
pc-acp to
vvi leave
av betimes
? ?
vvn Let
vbi be
. .
vvb Come
, ,
np1 Hamlet
, ,
vvb come
, ,
cc and
vvb take
d this
n1 hand
pp from
pno11 me
. .
vvb Give
pno11 me
po22 your
n1 pardon
, ,
n1 sir
: :
pns11 I
vhb have
vdn done
pn22 you
n-jn wrong
; ;
cc-acp But
vvb|pn31 pardon't
, ,
c-acp as
pn22 you
vbb are
dt a
n1 gentleman
. .
d This
n1 presence
vvz knows
, ,
cc And
pn22 you
vmb must
av needs
vhi have
vvn heard
, ,
c-crq how
pns11 I
vbm am
vvn punished
pp With
dt a
j sore
n1 distraction
. .
r-crq What
pns11 I
vhb have
vdn done
, ,
d That
vmd might
po22 your
n1 nature
, ,
n1 honour
cc and
n1 exception
av-j Roughly
vvb awake
, ,
pns11 I
av here
vvb proclaim
vbd was
n1 madness
. .
vbd|pn31 Was't
np1 Hamlet
vvd wronged
np1 Laertes
? ?
av-x Never
np1 Hamlet
: :
cs If
np1 Hamlet
pp from
px31 himself
vbb be
vvn ta'en
av away
, ,
cc And
c-crq when
pns31|vbz he's
xx not
px31 himself
vdz does
vvi wrong
np1 Laertes
, ,
av Then
np1 Hamlet
vdz does
pn31 it
xx not
, ,
np1 Hamlet
vvz denies
pn31 it
. .
q-crq Who
vdz does
pn31 it
, ,
av then
? ?
po31 His
n1 madness
: :
cs|pn31 if't
vbb be
av so
, ,
np1 Hamlet
vbz is
pp-f of
dt the
n1 faction
cst that
vbz is
vvn wronged
; ;
po31 His
n1 madness
vbz is
j poor
npg1 Hamlet's
n1 enemy
. .
n1 Sir
, ,
p-acp in
d this
n1 audience
, ,
vvb Let
po11 my
n-vvg disclaiming
pp from
dt a
j-vvn purposed
n-jn evil
vvb Free
pno11 me
av so
av-j far
p-acp in
po22 your
av-ds most
j generous
n2 thoughts
, ,
cst That
pns11 I
vhb have
vvn shot
po11 my
n1 arrow
p-acp o'er
dt the
n1 house
, ,
cc And
vvn hurt
po11 my
n1 brother
. .
pns11 I
vbm am
vvn satisfied
p-acp in
n1 nature
, ,
r-crq Whose
n1 motive
, ,
p-acp in
d this
n1 case
, ,
vmd should
vvi stir
pno11 me
av-ds most
p-acp To
po11 my
n1 revenge
: :
cc-acp but
p-acp in
po11 my
n2 terms
pp-f of
n1 honour
pns11 I
vvb stand
av aloof
; ;
cc and
vmb will
dx no
n1 reconcilement
, ,
c-acp Till
p-acp by
d some
j-jn elder
n2 masters
, ,
pp-f of
j-vvn known
n1 honour
, ,
pns11 I
vhb have
dt a
n1 voice
cc and
n1 precedent
pp-f of
n1 peace
, ,
pc-acp To
vvi keep
po11 my
n1 name
j ungored
. .
cc-acp But
p-acp till
d that
n1 time
, ,
pns11 I
vdb do
vvi receive
po22 your
j-vvn offered
n1 love
av-j like
n1 love
, ,
cc And
vmb will
xx not
vvi wrong
pn31 it
. .
pns11 I
vvb embrace
pn31 it
av-j freely
; ;
cc And
vmb will
d this
ng2 brothers'
n1 wager
av-j frankly
vvi play
. .
vvb Give
pno12 us
dt the
n2 foils
. .
vvb Come
a-acp on
. .
vvb Come
, ,
pi one
p-acp for
pno11 me
. .
pns11|vmb I'll
vbi be
po22 your
n1 foil
, ,
np1 Laertes
: :
p-acp in
po11 mine
n1 ignorance
po22 Your
n1 skill
vmb shall
, ,
av-j like
dt a
n1 star
p-acp i'
dt the
js darkest
n1 night
, ,
vvb Stick
j fiery
p-acp off
av indeed
. .
pn22 You
vvb mock
pno11 me
, ,
n1 sir
. .
uh-dx No
, ,
p-acp by
d this
n1 hand
. .
vvb Give
pno32 them
dt the
n2 foils
, ,
j young
np1 Osric
. .
n1 Cousin
np1 Hamlet
, ,
pn22 You
vvb know
dt the
n1 wager
? ?
av Very
av well
, ,
po11 my
n1 lord
; ;
po22 Your
n1 grace
vhz has
vvn laid
dt the
n2 odds
pp-f a'
dt the
jc weaker
n1 side
. .
pns11 I
vdb do
xx not
vvi fear
pn31 it
; ;
pns11 I
vhb have
vvn seen
pn22 you
d both
: :
cc-acp But
c-acp since
pns31 he
vbz is
vvn bettered
, ,
pns12 we
vhb have
av therefore
n2 odds
. .
d This
vbz is
av too
j heavy
, ,
vvb let
pno11 me
vvi see
j-jn another
. .
d This
vvz likes
pno11 me
av well
. .
d These
n2 foils
vhb have
d all
dt a
n1 length
? ?
uh Ay
, ,
po11 my
j good
n1 lord
. .
vvb Set
pno11 me
dt the
n2 stoups
pp-f of
n1 wine
p-acp upon
d that
n1 table
. .
cs If
np1 Hamlet
vvb give
dt the
ord first
cc or
ord second
n1 hit
, ,
cc Or
vvn quit
p-acp in
n1 answer
pp-f of
dt the
ord third
n1 exchange
, ,
vvb Let
d all
dt the
n2 battlements
po32 their
n1 ordnance
n1 fire
; ;
dt The
n1 king
vmb shall
vvi drink
p-acp to
npg1 Hamlet's
jc better
n1 breath
; ;
cc And
p-acp in
dt the
n1 cup
dt an
n1 union
vmb shall
pns31 he
vvi throw
, ,
jc Richer
cs than
d that
r-crq which
crd four
j successive
n2 kings
p-acp In
npg1 Denmark's
n1 crown
vhb have
vvn worn
. .
vvb Give
pno11 me
dt the
n2 cups
; ;
cc And
vvb let
dt the
n1 kettle
p-acp to
dt the
n1 trumpet
vvi speak
, ,
dt The
n1 trumpet
p-acp to
dt the
n1 cannoneer
p-acp without
, ,
dt The
n2 cannons
p-acp to
dt the
n2 heavens
, ,
dt the
n1 heaven
p-acp to
n1 earth
, ,
“ “
av Now
dt the
n1 king
vvz drinks
p-acp to
np1 Hamlet
. .
” ”
vvb Come
, ,
vvb begin
: :
cc And
pn22 you
, ,
dt the
n2 judges
, ,
vvb bear
dt a
j wary
n1 eye
. .
vvb Come
a-acp on
, ,
n1 sir
. .
vvb Come
, ,
po11 my
n1 lord
. .
crd One
. .
uh-dx No
. .
n1 Judgement
. .
dt A
n1 hit
, ,
dt a
av very
j palpable
n1 hit
. .
av Well
; ;
av again
. .
vvb Stay
; ;
vvb give
pno11 me
n1 drink
. .
np1 Hamlet
, ,
d this
n1 pearl
vbz is
po21 thine
; ;
av|vbz Here's
p-acp to
po21 thy
n1 health
. .
vvb Give
pno31 him
dt the
n1 cup
. .
pns11|vmb I'll
vvi play
d this
n1 bout
ord first
; ;
vvb set
pn31 it
p-acp by
av awhile
. .
vvb Come
. .
j-jn Another
n1 hit
; ;
q-crq what
vvb say
pn22 you
? ?
dt A
n1 touch
, ,
dt a
n1 touch
, ,
pns11 I
vdb do
vvi|pn31 confess't
. .
po12 Our
n1 son
vmb shall
vvi win
. .
pns31|vbz He's
j fat
, ,
cc and
j scant
pp-f of
n1 breath
. .
av Here
, ,
np1 Hamlet
, ,
vvb take
po11 my
n1 napkin
, ,
vvb rub
po21 thy
n2 brows
: :
dt The
n1 queen
vvz carouses
p-acp to
po21 thy
n1 fortune
, ,
np1 Hamlet
. .
j Good
n1 madam
! !
np1 Gertrude
, ,
vdb do
xx not
vvi drink
. .
pns11 I
vmb will
, ,
po11 my
n1 lord
; ;
pns11 I
vvb pray
pn22 you
, ,
vvb pardon
pno11 me
. .
pn31 It
vbz is
dt the
j-vvn poisoned
n1 cup
: :
pn31 it
vbz is
av too
j late
. .
pns11 I
vvb dare
xx not
vvi drink
av yet
, ,
n1 madam
; ;
p-acp by
cc and
p-acp by
. .
vvb Come
, ,
vvb let
pno11 me
vvi wipe
po21 thy
n1 face
. .
po11 My
n1 lord
, ,
pns11|vmb I'll
vvi hit
pno31 him
av now
. .
pns11 I
vdb do
xx not
vvi|pn31 think't
. .
cc And
av yet
pn31 it
vbz is
av almost
pp against
po11 my
n1 conscience
. .
vvb Come
, ,
p-acp for
dt the
ord third
, ,
np1 Laertes
: :
pn22 you
vdb do
p-acp but
vvi dally
; ;
pns11 I
vvb pray
pn22 you
, ,
vvb pass
pp with
po22 your
js best
n1 violence
; ;
pns11 I
vbm am
j sure
pn22 you
vvb make
dt a
j-jn wanton
pp-f of
pno11 me
. .
vvb Say
pn22 you
av so
? ?
vvb come
a-acp on
. .
pix Nothing
, ,
dx neither
n1 way
. .
vhb Have
pp at
pn22 you
av now
! !
vvb Part
pno32 them
: :
pns32 they
vbb are
vvn incensed
. .
uh Nay
, ,
vvb come
, ,
av again
. .
vvb Look
p-acp to
dt the
n1 queen
a-acp there
, ,
uh ho
! !
pns32 They
vvb bleed
p-acp on
d both
n2 sides
. .
q-crq How
vbz is
pn31 it
, ,
po11 my
n1 lord
? ?
q-crq How
vbz|pn31 is't
, ,
np1 Laertes
? ?
uh-crq Why
, ,
c-acp as
dt a
n1 woodcock
p-acp to
po11 mine
d own
n1 springe
, ,
np1 Osric
; ;
pns11 I
vbm am
av-j justly
vvn killed
pp with
po11 mine
d own
n1 treachery
. .
q-crq How
vdz does
dt the
n1 queen
? ?
pns31 She
vvz swoons
pc-acp to
vvi see
pno32 them
vvi bleed
. .
uh-dx No
, ,
uh-dx no
, ,
dt the
n1 drink
, ,
dt the
n1 drink
, ,
uh O
po11 my
j-jn dear
np1 Hamlet
, ,
dt The
n1 drink
, ,
dt the
n1 drink
! !
pns11 I
vbm am
vvn poisoned
. .
uh O
n1 villainy
! !
uh Ho
! !
vvb let
dt the
n1 door
vbi be
vvn locked
: :
n1 Treachery
! !
vvb Seek
pn31 it
av out
. .
pn31 It
vbz is
av here
, ,
np1 Hamlet
: :
np1 Hamlet
, ,
pns21 thou
vb2 art
vvn slain
; ;
dx No
n1 medicine
p-acp in
dt the
n1 world
vmb can
vdi do
pno21 thee
j good
; ;
p-acp In
pno21 thee
a-acp there
vbz is
xx not
j-jn half
dt an
ng1 hour's
n1 life
; ;
dt The
j treacherous
n1 instrument
vbz is
p-acp in
po21 thy
n1 hand
, ,
j Unbated
cc and
vvn envenomed
: :
dt the
j foul
n1 practice
vhz Hath
vvn turned
px31 itself
p-acp on
pno11 me
; ;
uh lo
, ,
av here
pns11 I
vvb lie
, ,
av-x Never
pc-acp to
vvi rise
av again
: :
